campana,zona,regional,localidad,clase_de_suelo,cultivo,rinde,antecesor_invernal_18_1,antecesor_estival_17_18,fecha_siembra,variedad,grupo_de_madurez,espaciamiento_cm,densidad,riego,napa,adversidad_1,dano_1,adversidad_2,dano_2
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,42,Barbecho,Soja,2018-11-22,FN 4.97,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,37,Barbecho,Soja,2018-11-19,FN 4.97,IV,42,NA,No,Sin influencia,Granizo,35,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,34,Barbecho,Soja,2018-11-18,NA 5009,V,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 2°,27,Trigo cosecha,NA,2018-12-03,NA 5019,V,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,46,Barbecho,Maíz,2018-11-17,NA 5009,V,26,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,31,Barbecho,Maíz,2018-11-07,LDC 4.7,IV,26,NA,No,Sin influencia,Sequía,15,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,50,Barbecho,Maíz,2018-10-27,DM 4612,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Pavin,Sin dato,Soja 1°,49,Barbecho,Maíz,2018-10-28,DM 40R16,IV,38,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Los cisnes,Sin dato,Soja 1°,36,Barbecho,Maíz,2018-11-03,DM 4915,IV,52,NA,No,Con influencia,Sequía,10,Sin adversidad,0
2018/19,5,San Luis,GONFER SA,Sin dato,Soja 1°,39,Barbecho,Maíz,2018-11-04,CZ 4.97,IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,39,Barbecho,Soja,2018-11-15,NA 5019,V,26,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,37,Barbecho,Maíz,2018-11-08,DM 50i17,V,26,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,39,Barbecho,Maíz,2018-11-15,NA 5019,V,26,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Los cisnes,Sin dato,Soja 2°,35,Trigo cosecha,NA,2018-11-21,NA 5009,V,52,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Mattaldi,Sin dato,Soja 2°,34,Trigo cosecha,Soja,2018-12-10,DM 4612,IV,35,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,huanchilla,Sin dato,Soja 1°,30,Barbecho,Soja,2018-11-05,NA 5009,V,35,NA,No,Sin influencia,Sequía,15,Sin adversidad,0
2018/19,1,Rio Segundo,LOZADA,III,Soja 1°,18,Barbecho,Maíz,2018-11-15,NA 5009,V,52,NA,No,Sin dato,Granizo,50,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 2°,25,Trigo cosecha,NA,2018-12-03,NA 5019,V,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SANCHEZ AGRONEGOCIOS SA,Sin dato,Soja 1°,29,Barbecho,Maíz,2018-11-18,AW 5419 IPRO,V,35,NA,No,Sin influencia,Sequía,25,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,49,Barbecho,Maíz,2018-10-28,DM 4612,IV,42,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,37,Barbecho,Maíz,2018-11-16,DM 50i17,V,26,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,39,Barbecho,Maíz,2018-12-08,FN 4.97,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,40,Barbecho,Soja,2018-11-17,DM 50i17,V,26,NA,No,Sin influencia,Granizo,15,Sin adversidad,0
2018/19,5,Del Campillo,Onagoity,IV,Soja 1°,48,Barbecho,Maíz,2018-10-20,CZ 4505,IV,52,NA,No,Con influencia,Anegamiento,10,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,42,Barbecho,Soja,2018-11-10,CZ 4.97,IV,43,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,43,Barbecho,Soja,2018-11-18,DM 5351,V,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,17,Barbecho,Soja,2018-11-07,AW 4326 IPRO,IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Rio Cuarto,Las Acequias,Sin dato,Soja 1°,38,Barbecho,Maíz,2018-11-16,CZ 4.97,V,42,NA,No,Sin dato,Sequía,10,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,40,Barbecho,Maíz,2018-11-03,FN 4.97,IV,26,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Onagoity,VI,Soja 1°,46,Barbecho,Otro,2018-10-25,CZ 4505,IV,52,NA,No,Con influencia,Anegamiento,15,Sin adversidad,0
2018/19,4,Adelia Maria,Pavin,Sin dato,Soja 1°,39,Barbecho,Maíz,2018-11-01,CZ 4505,IV,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Buchardo,Sin dato,Soja 1°,50,Barbecho,Soja,2018-11-22,DM 4612,IV,35,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,1,Rio Segundo,Buena Vista,III,Soja 1°,48,Barbecho,Maíz,2018-12-03,DM 4212,IV,35,NA,No,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,5,Rio Cuarto,Las Acequias,Sin dato,Soja 1°,39,Barbecho,Maíz,2018-11-17,DM 5351,V,42,NA,No,Sin dato,Sequía,10,Sin adversidad,0
2018/19,5,Del Campillo,Lecueder,IV,Soja 1°,46,Cultivo de servicio gramínea,Maíz,2018-11-14,DM 4612,IV,35,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,GONFER SA,Sin dato,Soja 1°,22,Barbecho,Maíz,2018-11-20,FN 4.5,IV,35,NA,No,Sin influencia,Sequía,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,36,Barbecho,Soja,2018-11-09,SRM 3988,III,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,34,Barbecho,Maíz,2018-12-08,53 MS 01 IPRO,V,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,14,Cultivo de servicio gramínea,Maíz,2018-11-16,AW 4326 IPRO,IV,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,GONFER SA,Sin dato,Soja 1°,22,Barbecho,Maíz,2018-11-14,CZ 4505,IV,35,NA,No,Sin influencia,Granizo,0,Granizo,20
2018/19,5,Rio Cuarto,Las Acequias,Sin dato,Soja 1°,42,Barbecho,Maíz,2018-11-16,CZ 4.97,V,42,NA,No,Sin dato,Sequía,10,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,29,Barbecho,Maíz,2018-11-15,"BIO 4,51",IV,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,43,Barbecho,Maíz,2018-11-16,NA 5009,V,26,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Villa huidobro,Sin dato,Soja 1°,42,Barbecho,Maíz,2018-11-21,NA 5009,V,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,26,Barbecho,Maíz,2018-11-05,AW 4326 IPRO,IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Mattaldi,Sin dato,Soja 1°,49,Cultivo de servicio gramínea,Maní,2018-10-26,DM 4615,IV,26,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Alejandro,Sin dato,Soja 1°,51,Barbecho,Maíz,2018-11-19,NA 4955,IV,43,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,huanchilla,Sin dato,Soja 2°,25,Trigo cosecha,NA,2018-11-02,NA 5009,V,35,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,27,Barbecho,Maíz,2018-11-03,SRM 3988,III,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Villa huidobro,Sin dato,Soja 1°,46,Barbecho,Maíz,2018-11-03,SPS 4x4,IV,40,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Rio Cuarto,Las Acequias,Sin dato,Soja 1°,43,Barbecho,Maíz,2018-11-04,DM 5351,V,42,NA,No,Sin dato,Sequía,10,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,18,Barbecho,Maíz,2018-11-02,AW 4326 IPRO,IV,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Lecueder,IV,Soja 1°,47,Cultivo de servicio gramínea,Maíz,2018-10-27,DM 4612,IV,35,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,GONFER SA,Sin dato,Soja 1°,25,Cultivo de servicio gramínea,Maíz,2018-11-23,FN 4.5,IV,35,NA,No,Sin influencia,Sequía,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,34,Barbecho,Soja,2018-11-29,SRM 3988,III,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Lecueder,IV,Soja 1°,48,Cultivo de servicio gramínea,Maíz,2018-11-02,DM 4612,IV,35,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,12,Cultivo de servicio gramínea,Maíz,2018-11-18,53 MS 01 IPRO,V,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,15,Barbecho,Soja,2018-11-03,AW 4326 IPRO,IV,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Mattaldi,Sin dato,Soja 1°,22,Barbecho,Soja,2018-11-12,DM 4612,IV,35,NA,No,Con influencia,Sequía,50,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,25,Barbecho,Maíz,2018-09-26,AW 4326 IPRO,IV,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,20,Barbecho,Maíz,2018-11-24,SRM 3988,III,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,GONFER SA,Sin dato,Soja 1°,27,Barbecho,Maíz,2018-11-14,CZ 4.97,IV,35,NA,No,Sin influencia,Sequía,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,18,Barbecho,Maíz,2018-11-23,AW 4326 IPRO,IV,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,40,Barbecho,Maíz,2018-11-17,DM 50i17,V,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SANCHEZ AGRONEGOCIOS SA,Sin dato,Soja 1°,31,Barbecho,Maíz,2018-11-02,AW 4326 IPRO,IV,35,NA,No,Sin influencia,Sequía,20,Sin adversidad,0
2018/19,4,Adelia Maria,huanchilla,Sin dato,Soja 2°,32,Trigo cosecha,NA,2018-12-07,DM 4915,IV,35,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,huanchilla,Sin dato,Soja 2°,36,Trigo cosecha,NA,2018-12-10,DM 4915,IV,35,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Lecueder,IV,Soja 1°,47,Cultivo de servicio gramínea,Maíz,2018-11-04,DM 4612,IV,35,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,16,Barbecho,Maíz,2018-11-20,53 MS 01 IPRO,V,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,San Ambrosio,Sin dato,Soja 1°,38,Barbecho,Maíz,2018-11-10,NA 5009,V,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Alejandro,Sin dato,Soja 1°,46,Barbecho,Maíz,2018-11-15,SPS 5x1,V,43,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,22,Barbecho,Maíz,2018-11-26,DM 4612,IV,42,NA,No,Con influencia,Sequía,15,Sin adversidad,0
2018/19,4,Adelia Maria,Villa huidobro,Sin dato,Soja 1°,50,Barbecho,Maíz,2018-10-26,DM 4612,IV,40,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Lecueder,IV,Soja 1°,50,Cultivo de servicio gramínea,Maíz,2018-10-30,DM 4612,IV,35,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Lecueder,IV,Soja 1°,36,Cultivo de servicio gramínea,Maíz,2018-11-06,DM 4612,IV,35,NA,No,Con influencia,Granizo,20,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,24,Barbecho,Maíz,2018-11-07,"BIO 4,51",IV,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Villa huidobro,Sin dato,Soja 1°,50,Barbecho,Maíz,2018-10-27,DM 4612,IV,40,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Villa huidobro,Sin dato,Soja 1°,53,Barbecho,Maíz,2018-11-08,CZ 4.97,IV,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,34,Barbecho,Maíz,2018-11-21,SRM 3988,III,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Pavin,Sin dato,Soja 1°,42,Barbecho,Maíz,2018-10-30,CZ 4505,IV,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Jovita,Sin dato,Soja 1°,50,Barbecho,Maíz,2018-10-22,SPS 4x4,IV,52,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,GONFER SA,Sin dato,Soja 1°,15,Barbecho,Maíz,2018-10-31,DM 40R16,IV,35,NA,No,Sin influencia,Granizo,0,Granizo,50
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,28,Barbecho,Maíz,2018-11-09,AW 4326 IPRO,IV,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,1,Rio Segundo,COSTA SACATE,IV,Soja 2°,49,Centeno cosecha,Maíz,2018-12-03,DM 4615,IV,52,NA,No,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,41,Barbecho,Soja,2018-11-07,DM 4612,IV,26,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Pincen,VI,Soja 1°,43,Cultivo de servicio gramínea,Soja,2018-11-15,CZ 4.97,IV,52,NA,No,Con influencia,Granizo,17,Sin adversidad,0
2018/19,5,Del Campillo,Lecueder,IV,Soja 1°,32,Cultivo de servicio gramínea,Maíz,2018-11-08,DM 4612,IV,35,NA,No,Con influencia,Granizo,40,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,23,Barbecho,Maíz,2018-09-26,AW 4326 IPRO,IV,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,II,Soja 1°,37,Barbecho,Maíz,2018-11-10,NA 5009,V,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,17,Barbecho,Maíz,2018-11-08,SRM 3988,III,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,GONFER SA,Sin dato,Soja 1°,28,Barbecho,Maíz,2018-10-27,DM 40R16,IV,35,NA,No,Sin influencia,Granizo,5,Granizo,8
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,29,Barbecho,Maíz,2018-11-08,AW 4326 IPRO,IV,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Alejandro,Sin dato,Soja 1°,42,Barbecho,Maíz,2018-11-19,CZ 4505,IV,43,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Onagoity,IV,Soja 1°,40,Barbecho,Maíz,2018-11-20,CZ 4.97,IV,52,NA,No,Con influencia,Anegamiento,30,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,25,Barbecho,Maíz,2018-11-04,53 MS 01 IPRO,V,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,1,Rio Segundo,Buena Vista,III,Soja 2°,43,Centeno cosecha,Soja,2018-12-03,NA 5258,V,52,NA,No,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Villa huidobro,Sin dato,Soja 1°,37,Barbecho,Maíz,2018-11-19,NA 5009,V,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,21,Barbecho,Maíz,2018-12-02,SRM 3988,III,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,29,Barbecho,Maíz,2018-12-01,53 MS 01 IPRO,V,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,31,Barbecho,Soja,2018-11-24,SRM 3988,III,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,23,Barbecho,Maíz,2018-11-25,SRM 3988,III,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,38,Barbecho,Soja,2018-11-07,FN 4.97,IV,26,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,24,Barbecho,Maíz,2018-12-05,SRM 3988,III,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Villa huidobro,Sin dato,Soja 1°,41,Barbecho,Maíz,2018-11-18,NA 5009,V,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,27,Barbecho,Maíz,2018-11-20,53 MS 01 IPRO,V,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Rio Cuarto,Las Acequias,Sin dato,Soja 1°,38,Barbecho,Maíz,2018-11-22,NA 5009,V,42,NA,No,Sin dato,Sequía,10,Sin adversidad,0
2018/19,4,Adelia Maria,Villa huidobro,Sin dato,Soja 1°,50,Barbecho,Maíz,2018-11-14,CZ 4.97,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Villa huidobro,Sin dato,Soja 1°,51,Barbecho,Maíz,2018-11-15,CZ 4.97,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,30,Barbecho,Maíz,2018-11-29,53 MS 01 IPRO,V,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Pavin,Sin dato,Soja 1°,51,Barbecho,Maíz,2018-10-28,DM 40R16,IV,43,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Alejandro,Sin dato,Soja 1°,48,Barbecho,Maíz,2018-11-17,DM 40R16,IV,43,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Mattaldi,Sin dato,Soja 1°,48,Barbecho,Maíz,2018-10-30,DM 4612,IV,35,NA,No,Con influencia,Sequía,10,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,31,Barbecho,Maíz,2018-11-17,SRM 3988,III,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Mattaldi,Sin dato,Soja 1°,37,Barbecho,Maíz,2018-11-06,DM 4612,IV,35,NA,No,Con influencia,Sequía,15,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,27,Barbecho,Maíz,2018-11-24,AW 4927 IPRO,IV,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,28,Otro,Maíz,2018-12-06,AW 4927 IPRO,IV,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,DEBATTISTA  ALFREDO Y POLLO JULIETA,IV,Soja 1°,38,Barbecho,Maíz,2018-11-03,NA 5009,V,52,NA,No,Sin influencia,Sequía,10,Sin adversidad,0
2018/19,1,Rio Segundo,Buena Vista,III,Soja 1°,46,Barbecho,Soja,2018-11-16,NA 5258,V,52,NA,No,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Villa huidobro,Sin dato,Soja 1°,50,Barbecho,Maíz,2018-11-10,CZ 4.97,IV,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,31,Barbecho,Maíz,2018-11-10,SRM 3988,III,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,29,Otro,Maíz,2018-12-07,AW 4927 IPRO,IV,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,25,Otro,Maíz,2018-12-05,SRM 3988,III,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,GONFER SA,Sin dato,Soja 1°,27,Barbecho,Maíz,2018-11-15,CZ 4.97,IV,35,NA,No,Sin influencia,Sequía,0,Sin adversidad,0
2018/19,5,San Luis,GONFER SA,Sin dato,Soja 1°,32,Barbecho,Maíz,2018-11-09,FN 4.5,IV,35,NA,No,Sin influencia,Granizo,0,Granizo,0
2018/19,4,Adelia Maria,Villa huidobro,Sin dato,Soja 1°,48,Barbecho,Maíz,2018-11-18,CZ 4.97,IV,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Monte de los Gauchos,Sin dato,Soja 1°,45,Barbecho,NA,2018-11-07,CZ 4.97,IV,43,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,29,Barbecho,Maíz,2018-12-03,SRM 3988,III,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,1,Rio Segundo,RIO SEGUNDO,III,Soja 1°,46,Cultivo de servicio gramínea,Maíz,2018-11-30,FN 4.5,IV,52,NA,No,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Villa huidobro,Sin dato,Soja 1°,40,Barbecho,Maíz,2018-11-22,NA 5009,V,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,33,Barbecho,Maíz,2018-11-15,AW 4326 IPRO,IV,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,GONFER SA,Sin dato,Soja 1°,22,Barbecho,Maíz,2018-11-01,DM 40R16,IV,35,NA,No,Sin influencia,Granizo,8,Sin adversidad,10
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,12,Barbecho,Maíz,2018-11-19,53 MS 01 IPRO,V,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,37,Barbecho,Maíz,2018-11-19,53 MS 01 IPRO,V,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,17,Barbecho,Maíz,2018-11-25,SRM 3988,III,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,24,Cultivo de servicio gramínea,Maíz,2018-12-01,SRM 3988,III,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,32,Cultivo de servicio otro,Maíz,2018-11-22,SRM 3988,III,38,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,29,Cultivo de servicio otro,Maíz,2018-11-16,AW 4927 IPRO,IV,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,GONFER SA,Sin dato,Soja 1°,27,Barbecho,Maíz,2018-11-18,FN 4.5,IV,35,NA,No,Sin influencia,Sequía,0,Sin adversidad,0
2018/19,5,Rio Cuarto,Las Acequias,Sin dato,Soja 1°,49,Barbecho,Maíz,2018-11-02,CZ 4.97,V,42,NA,No,Con influencia,Sequía,10,Sin adversidad,0
2018/19,4,Adelia Maria,San Ambrosio,Sin dato,Soja 1°,38,Barbecho,Maíz,2018-11-22,CZ 4505,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,GONFER SA,Sin dato,Soja 1°,17,Barbecho,Soja,2018-11-09,CZ 4.97,IV,35,NA,No,Sin influencia,Sequía,0,Sin adversidad,0
